AK	0,11500368
SL	0,114663673
NF	0,114142602
UE	0,11365565
DW	0,113131105
AU	0,112881525
PP	0,111930275
UG	0,111256723
RL	0,107613026
RG	0,107037245
BR	0,106642666
CU	0,106317275
UA	0,10621925
DH	0,10403349
RK	0,103334297
YI	0,101984507
LU	0,101678295
UM	0,100907945
BI	0,100602845
NY	0,097653685
NW	0,096575618
QU	0,096429739
OG	0,096310774
SN	0,095471678
MB	0,095231039
VA	0,09343599
DF	0,092680813
DD	0,090864385
MS	0,09081389
GS	0,090774165
AW	0,090691937
NH	0,089365588
PU	0,089014741
HR	0,088997345
SD	0,08837679
TB	0,088307672
PT	0,08794756
NM	0,087612927
DC	0,087287466
GU	0,087088984
TM	0,086995707
MU	0,086457589
NU	0,086409086
MM	0,085539947
NL	0,085103212
EU	0,084535376
WN	0,083448507
NB	0,083112553
RP	0,082109997
DM	0,081389702
SR	0,0810591
UD	0,080640941
UI	0,079592824
RF	0,078697303
OK	0,078268651
YW	0,078022848
TF	0,077563506
IP	0,077549237
RW	0,077507707
RB	0,075387081
OH	0,074754134
KS	0,072848065
DP	0,072705776
FU	0,072454529
YC	0,071119748
TP	0,070784327
MT	0,07066849
DL	0,070489094
NK	0,07010209
CC	0,069276937
UB	0,068763603
RH	0,068750169
NP	0,067746964
JU	0,066959984
FL	0,0657945
DN	0,065621149
KA	0,065442935
PH	0,0642034
HU	0,063034025
JO	0,062598031
LF	0,062465169
YB	0,062364619
RV	0,060601071
OE	0,060187291
IB	0,059878762
IK	0,059803228
YP	0,059685654
GL	0,058925218
LP	0,058283979
YM	0,057066078
LB	0,057027465
HS	0,056566826
DG	0,056202938
GN	0,05586036
EK	0,055442063
NR	0,055058857
PS	0,054351928
TD	0,053924504
LC	0,053781474
SK	0,053395952
YF	0,053072344
YH	0,052192597
VO	0,051543529
AH	0,051376061
DY	0,051340715
LM	0,051288738
SY	0,050831596
NV	0,04915931
YD	0,047423928
FS	0,047339477
SG	0,046833809
YR	0,046648507
YL	0,046064526
WS	0,045147324
MY	0,04477123
OY	0,044098211
KN	0,043217236
IZ	0,04263571
XP	0,042545723
LW	0,041278902
TN	0,040720261
KO	0,039866526
AA	0,039672421
JA	0,039605434
ZE	0,036383949
FC	0,036319093
GW	0,035440157
TG	0,03497514
XT	0,03492036
FH	0,034862175
LR	0,034451174
JE	0,034411959
YN	0,034009644
GG	0,033940249
GF	0,033850979
EQ	0,033503884
HY	0,033446765
KT	0,033378944
HC	0,032651979
BS	0,032502602
HW	0,03205637
HN	0,032001938
CS	0,031339319
HM	0,031101529
NJ	0,030806504
HH	0,030141616
WT	0,030101034
GC	0,029510545
LH	0,029115503
EJ	0,028983915
FM	0,028688658
DV	0,028682219
LV	0,028415105
WR	0,028147552
GP	0,027791794
FP	0,027433511
GB	0,027297638
GM	0,027088177
HL	0,026965831
LK	0,026528748
CY	0,025519104
MC	0,024299698
YG	0,023735776
XI	0,023487192
HB	0,02329955
FW	0,022695024
GY	0,022668271
HP	0,021717947
MW	0,021569797
PM	0,021521016
ZA	0,021459704
LG	0,021357487
IW	0,020942617
XA	0,020572174
FB	0,02043153
SV	0,020378464
GD	0,020368457
IX	0,020157722
AJ	0,019602903
KL	0,01932437
HF	0,019196303
HD	0,018900004
AE	0,01853827
SQ	0,018515571
DJ	0,018297725
FY	0,017797361
AZ	0,01742576
LN	0,017362062
AO	0,017326415
FD	0,01666873
KW	0,016563432
MF	0,016465615
MH	0,016316863
SJ	0,016257798
UF	0,016171123
TV	0,016167533
XC	0,016110019
YU	0,015962843
BB	0,01562587
WW	0,015312523
OJ	0,015306594
AX	0,015301799
MR	0,015236086
WL	0,015147257
XE	0,015058034
KH	0,01505764
OX	0,015053656
UO	0,014917667
ZI	0,014772274
FG	0,01414514
IH	0,014137033
TK	0,014062704
II	0,013357605
IU	0,012958972
TJ	0,012934049
MN	0,012824026
WY	0,012815896
KY	0,012446356
KF	0,012377331
FN	0,012321694
UY	0,012285815
PW	0,012177714
DK	0,012001977
RJ	0,011925911
UK	0,011744013
KR	0,011734702
KU	0,011713137
WM	0,011248259
KM	0,011144235
MD	0,011084058
ML	0,010781505
EZ	0,010605329
KB	0,01038607
WC	0,010021301
WD	0,00995091
HG	0,00992008
BT	0,009821406
ZO	0,009728778
KC	0,00968595
PF	0,009531199
YV	0,009272262
PC	0,009175882
PY	0,009145145
WB	0,009078737
YK	0,008869577
CP	0,008771274
YJ	0,008701183
KP	0,008554863
PB	0,008302365
CD	0,008282492
JI	0,008170268
UW	0,007860095
UH	0,007787641
WF	0,007712594
YY	0,007452545
WP	0,007420904
BC	0,007297863
AQ	0,006903748
CB	0,006755089
IQ	0,006623223
CM	0,006604484
MG	0,006562351
DQ	0,006545998
BJ	0,006485752
TZ	0,006438847
KD	0,006327202
PD	0,006250834
FJ	0,006199066
CF	0,006171988
NZ	0,005958705
CW	0,005667595
FV	0,005398836
VY	0,005302085
FK	0,005294002
OZ	0,005125353
ZZ	0,005075622
IJ	0,00505788
LJ	0,005036107
NQ	0,004911699
UV	0,004891362
XO	0,004890436
PG	0,00487311
HK	0,004847191
KG	0,004727369
VS	0,00457556
HV	0,004442791
BM	0,004398759
HJ	0,004355676
CN	0,004326282
GV	0,004206136
CG	0,004189784
WU	0,004098592
GJ	0,003858903
XH	0,003794765
GK	0,003685459
TQ	0,00364921
CQ	0,003635011
RQ	0,003578401
BH	0,003575112
XS	0,003560959
UZ	0,003450426
WK	0,00341728
XU	0,003354301
UX	0,003283376
BD	0,003247173
BW	0,003240247
WG	0,003157417
MV	0,00310991
MJ	0,003049269
PN	0,002953074
XM	0,002841545
OQ	0,002781415
BV	0,002763834
XW	0,002751998
KK	0,002667454
BP	0,00262986
ZU	0,002627405
RZ	0,002618117
XF	0,002572023
MK	0,002493223
ZH	0,002458154
BN	0,002452271
ZY	0,002345027
HQ	0,002303195
WJ	0,002278318
IY	0,002270837
DZ	0,002233266
VR	0,002200306
ZS	0,002184926
XY	0,002182494
CV	0,002178255
XB	0,002085719
XR	0,00204222
UJ	0,00203724
YQ	0,001982992
VD	0,001922908
PK	0,001918576
VU	0,001863935
JR	0,001853929
ZL	0,00184932
SZ	0,001813209
YZ	0,001786965
LQ	0,001779275
KJ	0,001745365
BF	0,001733598
NX	0,001703093
QA	0,00169985
QI	0,001695148
KV	0,001595108
ZW	0,001480799
WV	0,001460254
UU	0,001457219
VT	0,00144946
VP	0,001392109
XD	0,001383978
GQ	0,001380157
XL	0,001367162
VC	0,001341452
CZ	0,001327554
LZ	0,001319238
ZT	0,001223831
WZ	0,001180725
SX	0,001173243
ZB	0,001135719
VL	0,001114247
PV	0,001100327
FQ	0,001089649
PJ	0,001066277
ZM	0,00105641
VW	0,000961859
CJ	0,000950533
ZC	0,000938465
BG	0,000910901
JS	0,000910044
XG	0,000895336
RX	0,000858553
HZ	0,000811903
XX	0,000811255
VM	0,000804537
XN	0,000803032
QW	0,000799581
JP	0,000766272
VN	0,000762196
ZD	0,000757077
ZR	0,000722356
FZ	0,000720757
XV	0,000703895
ZP	0,000699587
VH	0,000676169
VB	0,0006638
ZF	0,000660465
GZ	0,000652172
TX	0,000650644
VF	0,000634962
DX	0,000632507
QB	0,000625234
BK	0,00061078
ZG	0,000592621
VG	0,000573743
JC	0,000561976
ZK	0,00056149
ZN	0,000541686
UQ	0,000517411
JM	0,000517203
VV	0,000507335
JD	0,000494712
MQ	0,000485493
JH	0,000482875
QS	0,000472707
JT	0,000448895
JB	0,000447344
FX	0,000430991
PQ	0,000423208
MZ	0,000392494
YX	0,000391776
QT	0,00037628
WQ	0,000372574
JJ	0,000372528
JW	0,000358259
LX	0,0003423
GX	0,000334749
JN	0,000332132
ZV	0,00033007
MX	0,000323515
JK	0,000322079
KQ	0,000316196
XK	0,000292778
JF	0,00028525
QM	0,000284277
QH	0,000281405
JL	0,000278487
JG	0,000265654
VK	0,000264797
VJ	0,000259238
KZ	0,000247078
QC	0,000246198
XJ	0,00022461
PZ	0,000222433
QL	0,000217592
QO	0,000206728
JV	0,000203323
QF	0,000201007
QD	0,00018836
BZ	0,000174323
HX	0,000166008
ZJ	0,000157831
PX	0,000140413
QP	0,00013944
QE	0,000138398
QR	0,000133719
ZQ	0,000132561
JY	0,000127697
BQ	0,00012545
XQ	0,000122763
CX	0,000117737
KX	0,000108356
WX	0,000105553
QY	9,75618E-05
QV	8,8204E-05
QN	7,39357E-05
VX	6,99749E-05
BX	6,62225E-05
JZ	6,09877E-05
VZ	5,9459E-05
QG	5,78839E-05
QQ	5,705E-05
ZX	4,8225E-05
XZ	4,68584E-05
QK	3,44663E-05
VQ	3,10845E-05
QJ	1,77196E-05
QX	1,73026E-05
JX	1,67236E-05
JQ	6,48559E-06
QZ	0
